,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:03:01.885330,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:03:15.923150,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:03:18.934640,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:03:27.043045,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:03:36.207381,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:03:40.596716,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:03:51.401279,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:03:53.594381,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:04:03.567292,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:04:10.539623,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:04:17.705084,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:04:23.085065,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:04:30.183582,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:04:36.203171,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:04:44.039740,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:04:49.384840,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:04:55.883541,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:05:04.214435,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:05:11.189820,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:05:20.109444,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:05:25.389622,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:05:33.644500,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:05:41.013168,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:05:46.162192,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:05:59.996008,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:06:06.477826,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:06:13.073640,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:06:18.559617,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:06:24.155324,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:06:31.078133,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:06:35.706168,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:06:43.411131,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:06:53.655154,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:07:00.436331,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:07:05.840879,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:07:12.459227,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:07:20.016330,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:07:27.393326,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:07:30.939471,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:07:40.042912,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:07:44.848399,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:07:54.901595,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:08:00.772076,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:08:04.964509,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:08:12.922343,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:08:21.345640,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:08:25.940903,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:08:32.017052,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:08:39.107627,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:08:46.541272,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:08:55.886326,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:09:02.946591,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:09:11.114673,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:09:15.882722,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:09:24.912090,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:09:32.959232,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:09:39.400085,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:09:47.370433,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:09:51.279691,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:10:00.647869,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:10:09.413754,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:10:17.843571,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:10:23.923629,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:10:29.779247,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:10:35.588767,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:10:42.327098,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:10:54.047896,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:11:03.901441,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:11:06.944348,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:11:17.051551,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:11:27.038295,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:11:33.537989,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:11:50.035186,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:11:55.975032,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:11:59.228942,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:12:09.921500,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:12:15.657080,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:12:22.839112,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:12:27.972003,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:12:34.075558,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:12:41.652455,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:12:50.769269,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:12:54.710644,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:13:05.059787,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:13:08.865276,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:13:15.414839,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:13:25.484755,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:13:33.849873,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:13:37.256325,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:13:44.575499,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:13:56.145176,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:14:00.606756,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:14:06.570484,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:14:13.179242,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:14:20.365784,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:14:27.477014,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:14:35.873105,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:14:42.593724,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:14:47.070341,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:14:55.600123,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:15:01.012696,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:15:05.008396,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:15:13.283616,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:15:19.702284,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:15:25.369634,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:15:34.303102,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:15:38.518457,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:15:43.391079,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:15:52.142575,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:15:57.359197,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:16:05.867829,45.41
,ask,bid,time,med
BAC,45.42,45.4,2021-11-22 11:16:09.092829,45.41
