,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:03:06.098235,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:03:15.512151,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:03:19.090641,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:03:30.013294,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:03:37.700338,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:03:42.548825,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:03:48.188670,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:03:56.920973,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:04:05.704663,130.58
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:04:12.795503,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:04:18.750274,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:04:26.635166,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:04:30.599585,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:04:37.948431,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:04:42.438545,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:04:51.825977,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:04:59.320604,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:05:06.196297,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:05:12.771785,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:05:19.878766,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:05:28.204888,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:05:35.695024,130.57
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:05:38.880778,130.57
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:05:50.696828,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:05:58.052208,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:06:08.858841,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:06:13.777781,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:06:18.769378,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:06:25.757012,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:06:33.046531,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:06:38.462942,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:06:47.123861,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:06:51.951708,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:07:01.337169,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:07:08.470823,130.58
,ask,bid,time,med
USTN10.f,130.61,130.55,2021-11-22 11:07:14.872708,130.58
,ask,bid,time,med
USTN10.f,130.6,130.54,2021-11-22 11:07:20.603328,130.57
